Brand,Model,Color,Fuel,Kilometers,Trasmission,Price,Gov,Car Age,Kilometers Group
1.0,490.0,15.0,0.0,8.0,2.0,270.0,75.0,4.0,5.0
3.0,67.0,9.0,0.0,8.0,0.0,1250.0,105.0,4.0,5.0
25.0,503.0,22.0,1.0,15.0,2.0,195.0,1.0,10.0,15.0
28.0,59.0,1.0,0.0,14.0,0.0,395.0,75.0,10.0,10.0
14.0,235.0,1.0,0.0,21.0,0.0,430.0,85.0,9.0,20.0
19.0,407.0,2.0,0.0,25.0,0.0,430.0,22.0,10.0,25.0
9.0,613.0,25.0,0.0,5.0,0.0,785.0,8.0,5.0,5.0
14.0,235.0,22.0,0.0,11.0,0.0,320.0,35.0,7.0,10.0
49.0,768.0,0.0,0.0,0.0,0.0,3900.0,100.0,1.0,0.0
25.0,503.0,0.0,0.0,9.0,0.0,350.0,75.0,3.0,5.0
27.0,802.0,15.0,0.0,0.0,0.0,1000.0,19.0,1.0,0.0
9.0,702.0,5.0,0.0,9.0,0.0,115.0,75.0,4.0,5.0
21.0,762.0,9.0,0.0,4.0,0.0,665.0,102.0,3.0,0.0
17.0,739.0,18.0,0.0,16.0,0.0,485.0,75.0,4.0,15.0
24.0,259.0,1.0,0.0,0.0,0.0,185.0,42.0,18.0,0.0
11.0,565.0,0.0,0.0,14.0,0.0,700.0,75.0,5.0,10.0
3.0,789.0,1.0,0.0,14.0,0.0,925.0,19.0,10.0,10.0
24.0,259.0,1.0,0.0,10.0,0.0,650.0,75.0,4.0,10.0
25.0,249.0,5.0,0.0,16.0,2.0,75.0,19.0,25.0,15.0
22.0,243.0,1.0,0.0,1.0,0.0,600.0,106.0,1.0,0.0
9.0,702.0,0.0,0.0,18.0,0.0,300.0,1.0,12.0,15.0
2.0,13.0,9.0,0.0,5.0,2.0,55.0,19.0,16.0,5.0
13.0,417.0,5.0,0.0,3.0,0.0,340.0,19.0,1.0,0.0
1.0,551.0,2.0,0.0,25.0,2.0,155.0,19.0,9.0,25.0
6.0,213.0,1.0,0.0,5.0,0.0,1680.0,100.0,2.0,5.0
24.0,198.0,1.0,0.0,3.0,0.0,950.0,8.0,2.0,0.0
5.0,487.0,18.0,0.0,20.0,0.0,350.0,64.0,7.0,20.0
9.0,702.0,21.0,0.0,14.0,0.0,340.0,19.0,9.0,10.0
14.0,679.0,4.0,0.0,17.0,2.0,90.0,96.0,22.0,15.0
18.0,726.0,5.0,0.0,11.0,0.0,185.0,62.0,13.0,10.0
15.0,561.0,13.0,0.0,23.0,2.0,120.0,56.0,23.0,20.0
2.0,601.0,1.0,0.0,20.0,2.0,75.0,8.0,23.0,20.0
25.0,668.0,1.0,0.0,10.0,2.0,230.0,8.0,9.0,10.0
0.0,529.0,0.0,1.0,12.0,0.0,325.0,1.0,13.0,10.0
19.0,593.0,15.0,0.0,0.0,2.0,80.0,1.0,17.0,0.0
1.0,571.0,0.0,0.0,13.0,0.0,225.0,15.0,9.0,10.0
14.0,696.0,6.0,0.0,13.0,0.0,780.0,20.0,6.0,10.0
5.0,811.0,9.0,0.0,1.0,0.0,605.0,8.0,1.0,0.0
2.0,601.0,2.0,0.0,18.0,0.0,240.0,102.0,15.0,15.0
9.0,678.0,1.0,0.0,7.0,0.0,450.0,1.0,5.0,5.0
15.0,561.0,9.0,0.0,20.0,2.0,80.0,47.0,23.0,20.0
2.0,736.0,21.0,0.0,1.0,0.0,650.0,1.0,1.0,0.0
19.0,438.0,22.0,0.0,0.0,0.0,1790.0,22.0,1.0,0.0
30.0,205.0,1.0,0.0,15.0,0.0,395.0,1.0,10.0,15.0
25.0,503.0,18.0,0.0,26.0,0.0,240.0,46.0,8.0,25.0
9.0,702.0,5.0,0.0,7.0,0.0,270.0,75.0,7.0,5.0
12.0,154.0,2.0,0.0,0.0,0.0,450.0,79.0,0.0,0.0
9.0,702.0,14.0,0.0,4.0,0.0,300.0,47.0,5.0,0.0
0.0,140.0,16.0,0.0,13.0,0.0,269.0,30.0,13.0,10.0
15.0,561.0,17.0,0.0,17.0,2.0,155.0,1.0,19.0,15.0
1.0,592.0,5.0,0.0,25.0,2.0,36.0,90.0,42.0,25.0
0.0,160.0,1.0,0.0,8.0,0.0,250.0,91.0,21.0,5.0
13.0,417.0,1.0,0.0,3.0,2.0,210.0,97.0,3.0,0.0
0.0,529.0,9.0,0.0,16.0,0.0,290.0,64.0,20.0,15.0
5.0,487.0,1.0,0.0,7.0,0.0,490.0,56.0,8.0,5.0
25.0,361.0,16.0,0.0,26.0,0.0,255.0,8.0,12.0,25.0
2.0,13.0,19.0,0.0,20.0,2.0,20.0,46.0,46.0,20.0
0.0,327.0,1.0,0.0,15.0,0.0,370.0,30.0,9.0,15.0
0.0,160.0,0.0,0.0,17.0,0.0,240.0,8.0,22.0,15.0
14.0,696.0,9.0,0.0,11.0,0.0,925.0,30.0,4.0,10.0
25.0,619.0,15.0,0.0,13.0,2.0,115.0,8.0,23.0,10.0
1.0,571.0,1.0,0.0,14.0,2.0,185.0,8.0,17.0,10.0
12.0,728.0,11.0,0.0,11.0,0.0,350.0,74.0,6.0,10.0
13.0,41.0,15.0,0.0,1.0,2.0,50.0,8.0,25.0,0.0
22.0,766.0,17.0,0.0,21.0,0.0,140.0,37.0,6.0,20.0
5.0,486.0,1.0,0.0,20.0,2.0,30.0,48.0,39.0,20.0
0.0,160.0,1.0,0.0,20.0,0.0,250.0,43.0,22.0,20.0
9.0,702.0,0.0,0.0,14.0,0.0,320.0,14.0,5.0,10.0
3.0,67.0,0.0,0.0,18.0,0.0,820.0,1.0,6.0,15.0
1.0,571.0,0.0,0.0,20.0,0.0,300.0,1.0,9.0,20.0
1.0,571.0,19.0,0.0,5.0,0.0,470.0,46.0,0.0,5.0
5.0,592.0,9.0,0.0,30.0,2.0,160.0,64.0,19.0,30.0
14.0,235.0,17.0,0.0,16.0,0.0,375.0,0.0,10.0,15.0
9.0,702.0,14.0,0.0,9.0,0.0,380.0,14.0,6.0,5.0
1.0,709.0,9.0,1.0,5.0,2.0,450.0,19.0,4.0,5.0
22.0,592.0,2.0,0.0,2.0,2.0,95.0,30.0,13.0,0.0
0.0,140.0,1.0,0.0,13.0,0.0,238.0,12.0,13.0,10.0
9.0,613.0,19.0,0.0,7.0,0.0,600.0,22.0,6.0,5.0
33.0,398.0,0.0,0.0,0.0,2.0,380.0,74.0,1.0,0.0
14.0,691.0,22.0,0.0,4.0,0.0,450.0,19.0,5.0,0.0
1.0,163.0,5.0,0.0,19.0,0.0,255.0,1.0,8.0,15.0
1.0,490.0,1.0,0.0,7.0,2.0,200.0,30.0,10.0,5.0
19.0,583.0,26.0,0.0,36.0,0.0,380.0,102.0,15.0,35.0
3.0,793.0,0.0,0.0,18.0,0.0,1775.0,100.0,8.0,15.0
12.0,154.0,22.0,0.0,3.0,0.0,350.0,75.0,1.0,0.0
22.0,766.0,5.0,0.0,2.0,0.0,155.0,89.0,8.0,0.0
19.0,583.0,20.0,0.0,15.0,0.0,550.0,100.0,12.0,15.0
12.0,728.0,2.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0
8.0,87.0,5.0,0.0,2.0,0.0,570.0,19.0,2.0,0.0
1.0,273.0,0.0,0.0,11.0,0.0,420.0,75.0,7.0,10.0
1.0,746.0,5.0,0.0,7.0,0.0,400.0,19.0,6.0,5.0
15.0,561.0,15.0,0.0,15.0,2.0,150.0,8.0,21.0,15.0
38.0,342.0,4.0,0.0,18.0,0.0,250.0,75.0,23.0,15.0
5.0,487.0,0.0,0.0,9.0,0.0,420.0,75.0,5.0,5.0
16.0,719.0,4.0,0.0,23.0,2.0,142.0,8.0,23.0,20.0
14.0,409.0,0.0,0.0,2.0,0.0,720.0,19.0,2.0,0.0
9.0,702.0,1.0,0.0,6.0,0.0,360.0,75.0,3.0,5.0
14.0,228.0,1.0,0.0,45.0,0.0,350.0,19.0,11.0,45.0
24.0,261.0,26.0,0.0,20.0,2.0,65.0,19.0,34.0,20.0
6.0,312.0,0.0,2.0,0.0,0.0,7500.0,1.0,1.0,0.0
1.0,551.0,9.0,0.0,20.0,2.0,180.0,1.0,8.0,20.0
23.0,737.0,5.0,0.0,11.0,0.0,470.0,99.0,6.0,10.0
14.0,235.0,5.0,0.0,12.0,0.0,480.0,102.0,9.0,10.0
61.0,136.0,0.0,0.0,28.0,0.0,120.0,39.0,27.0,25.0
6.0,188.0,0.0,0.0,21.0,0.0,800.0,8.0,11.0,20.0
12.0,154.0,5.0,0.0,3.0,0.0,340.0,1.0,1.0,0.0
28.0,94.0,9.0,0.0,0.0,2.0,60.0,19.0,46.0,0.0
0.0,529.0,9.0,0.0,19.0,0.0,250.0,64.0,18.0,15.0
0.0,326.0,5.0,0.0,6.0,0.0,460.0,75.0,3.0,5.0
13.0,19.0,9.0,0.0,38.0,2.0,55.0,97.0,20.0,35.0
9.0,702.0,0.0,0.0,0.0,0.0,415.0,92.0,3.0,0.0
12.0,730.0,9.0,0.0,7.0,0.0,570.0,51.0,2.0,5.0
1.0,163.0,1.0,0.0,19.0,0.0,260.0,20.0,9.0,15.0
19.0,401.0,0.0,0.0,20.0,2.0,260.0,79.0,15.0,20.0
0.0,140.0,4.0,0.0,30.0,2.0,120.0,72.0,24.0,30.0
0.0,529.0,21.0,0.0,27.0,2.0,225.0,1.0,17.0,25.0
28.0,95.0,1.0,0.0,0.0,2.0,40.0,14.0,39.0,0.0
25.0,531.0,9.0,0.0,12.0,0.0,450.0,64.0,6.0,10.0
19.0,401.0,0.0,0.0,26.0,0.0,315.0,79.0,17.0,25.0
3.0,113.0,0.0,3.0,2.0,0.0,3500.0,8.0,5.0,0.0
11.0,355.0,5.0,0.0,18.0,2.0,85.0,87.0,26.0,15.0
9.0,702.0,1.0,0.0,12.0,0.0,300.0,75.0,6.0,10.0
14.0,635.0,5.0,0.0,19.0,0.0,310.0,19.0,10.0,15.0
44.0,788.0,5.0,0.0,11.0,0.0,280.0,30.0,6.0,10.0
25.0,288.0,15.0,0.0,11.0,0.0,490.0,12.0,5.0,10.0
1.0,571.0,19.0,0.0,3.0,0.0,385.0,8.0,2.0,0.0
0.0,324.0,4.0,0.0,7.0,0.0,660.0,19.0,2.0,5.0
0.0,340.0,5.0,0.0,12.0,2.0,70.0,8.0,27.0,10.0
1.0,163.0,0.0,0.0,15.0,2.0,250.0,1.0,10.0,15.0
52.0,723.0,17.0,0.0,11.0,2.0,124.0,62.0,9.0,10.0
5.0,488.0,5.0,0.0,18.0,0.0,330.0,105.0,10.0,15.0
38.0,337.0,13.0,0.0,0.0,2.0,25.0,47.0,38.0,0.0
34.0,329.0,11.0,0.0,2.0,0.0,450.0,62.0,4.0,0.0
13.0,417.0,11.0,0.0,6.0,2.0,215.0,55.0,3.0,5.0
25.0,503.0,1.0,1.0,21.0,2.0,155.0,4.0,12.0,20.0
6.0,28.0,9.0,0.0,0.0,0.0,85.0,5.0,45.0,0.0
9.0,591.0,9.0,1.0,10.0,2.0,700.0,19.0,2.0,10.0
2.0,12.0,6.0,0.0,7.0,2.0,36.0,7.0,39.0,5.0
14.0,691.0,0.0,0.0,10.0,0.0,420.0,7.0,5.0,10.0
26.0,346.0,19.0,0.0,15.0,0.0,350.0,19.0,4.0,15.0
1.0,163.0,0.0,0.0,15.0,2.0,240.0,1.0,10.0,15.0
0.0,326.0,5.0,0.0,16.0,0.0,380.0,75.0,5.0,15.0
1.0,571.0,1.0,0.0,12.0,0.0,200.0,15.0,14.0,10.0
1.0,490.0,1.0,0.0,9.0,2.0,136.0,12.0,12.0,5.0
5.0,488.0,1.0,0.0,30.0,2.0,225.0,103.0,17.0,30.0
28.0,59.0,17.0,0.0,0.0,0.0,1400.0,79.0,1.0,0.0
9.0,702.0,14.0,0.0,8.0,0.0,390.0,12.0,5.0,5.0
1.0,571.0,15.0,0.0,5.0,0.0,360.0,46.0,4.0,5.0
25.0,288.0,1.0,0.0,16.0,0.0,480.0,62.0,5.0,15.0
25.0,668.0,1.0,0.0,20.0,2.0,185.0,19.0,11.0,20.0
10.0,69.0,19.0,0.0,20.0,2.0,45.0,46.0,41.0,20.0
1.0,490.0,22.0,0.0,17.0,2.0,190.0,91.0,7.0,15.0
0.0,140.0,6.0,0.0,25.0,2.0,85.0,99.0,23.0,25.0
15.0,560.0,0.0,0.0,22.0,2.0,99.0,56.0,25.0,20.0
0.0,529.0,5.0,0.0,13.0,0.0,255.0,20.0,18.0,10.0
53.0,797.0,9.0,0.0,0.0,0.0,1400.0,100.0,0.0,0.0
58.0,275.0,20.0,0.0,8.0,0.0,525.0,78.0,8.0,5.0
0.0,770.0,0.0,0.0,13.0,2.0,165.0,71.0,16.0,10.0
4.0,155.0,1.0,0.0,5.0,0.0,430.0,8.0,9.0,5.0
3.0,68.0,0.0,0.0,18.0,0.0,485.0,8.0,14.0,15.0
2.0,680.0,0.0,0.0,15.0,2.0,45.0,6.0,24.0,15.0
30.0,197.0,0.0,0.0,18.0,0.0,400.0,1.0,4.0,15.0
4.0,262.0,5.0,0.0,3.0,0.0,650.0,100.0,1.0,0.0
5.0,488.0,1.0,0.0,25.0,0.0,280.0,56.0,16.0,25.0
29.0,782.0,19.0,0.0,22.0,0.0,625.0,1.0,13.0,20.0
29.0,410.0,23.0,0.0,17.0,0.0,220.0,30.0,26.0,15.0
0.0,327.0,1.0,0.0,10.0,0.0,330.0,19.0,12.0,10.0
19.0,211.0,1.0,0.0,16.0,0.0,280.0,46.0,17.0,15.0
28.0,95.0,1.0,0.0,20.0,0.0,105.0,6.0,35.0,20.0
0.0,142.0,17.0,0.0,12.0,0.0,415.0,1.0,8.0,10.0
8.0,87.0,6.0,0.0,2.0,0.0,550.0,84.0,1.0,0.0
10.0,57.0,0.0,0.0,10.0,0.0,550.0,33.0,3.0,10.0
0.0,431.0,5.0,0.0,8.0,0.0,300.0,46.0,8.0,5.0
14.0,235.0,5.0,0.0,37.0,0.0,330.0,51.0,11.0,35.0
15.0,561.0,4.0,0.0,29.0,0.0,170.0,75.0,18.0,25.0
14.0,235.0,14.0,0.0,8.0,0.0,450.0,48.0,9.0,5.0
6.0,301.0,9.0,0.0,6.0,0.0,3300.0,63.0,3.0,5.0
2.0,15.0,1.0,0.0,0.0,2.0,28.0,35.0,46.0,0.0
6.0,189.0,22.0,0.0,4.0,0.0,1550.0,24.0,2.0,0.0
20.0,655.0,9.0,0.0,10.0,0.0,450.0,22.0,2.0,10.0
34.0,579.0,6.0,0.0,7.0,2.0,115.0,62.0,13.0,5.0
11.0,563.0,1.0,0.0,25.0,2.0,185.0,42.0,25.0,25.0
24.0,161.0,6.0,0.0,20.0,0.0,350.0,66.0,8.0,20.0
22.0,706.0,1.0,0.0,4.0,2.0,370.0,7.0,1.0,0.0
37.0,274.0,5.0,1.0,0.0,2.0,550.0,38.0,7.0,0.0
0.0,749.0,0.0,0.0,4.0,0.0,680.0,99.0,6.0,0.0
3.0,100.0,0.0,0.0,35.0,0.0,525.0,47.0,16.0,35.0
2.0,736.0,5.0,0.0,1.0,0.0,535.0,10.0,3.0,0.0
22.0,526.0,6.0,0.0,10.0,2.0,88.0,22.0,14.0,10.0
14.0,235.0,5.0,0.0,20.0,0.0,200.0,35.0,13.0,20.0
15.0,528.0,1.0,0.0,20.0,2.0,75.0,22.0,23.0,20.0
2.0,631.0,1.0,0.0,0.0,2.0,30.0,46.0,39.0,0.0
0.0,140.0,5.0,0.0,17.0,0.0,145.0,68.0,17.0,15.0
2.0,13.0,5.0,0.0,0.0,2.0,45.0,100.0,43.0,0.0
2.0,13.0,6.0,0.0,0.0,2.0,18.0,37.0,41.0,0.0
62.0,501.0,9.0,0.0,0.0,2.0,50.0,19.0,18.0,0.0
24.0,259.0,0.0,0.0,12.0,0.0,525.0,101.0,11.0,10.0
9.0,591.0,9.0,1.0,20.0,2.0,108.0,100.0,17.0,20.0
15.0,561.0,6.0,0.0,24.0,2.0,95.0,15.0,24.0,20.0
2.0,736.0,15.0,0.0,2.0,0.0,650.0,19.0,2.0,0.0
1.0,163.0,19.0,0.0,12.0,0.0,279.0,30.0,5.0,10.0
5.0,487.0,5.0,0.0,6.0,0.0,585.0,64.0,5.0,5.0
14.0,679.0,5.0,0.0,18.0,2.0,135.0,8.0,26.0,15.0
6.0,295.0,0.0,0.0,10.0,0.0,420.0,11.0,22.0,10.0
0.0,340.0,4.0,0.0,20.0,0.0,104.0,75.0,30.0,20.0
9.0,702.0,0.0,0.0,4.0,0.0,340.0,6.0,2.0,0.0
11.0,355.0,4.0,0.0,18.0,2.0,80.0,100.0,28.0,15.0
11.0,565.0,1.0,0.0,8.0,2.0,930.0,47.0,3.0,5.0
6.0,28.0,0.0,0.0,18.0,0.0,450.0,95.0,16.0,15.0
1.0,550.0,1.0,0.0,20.0,2.0,100.0,46.0,11.0,20.0
14.0,677.0,9.0,0.0,8.0,0.0,650.0,56.0,3.0,5.0
2.0,13.0,19.0,0.0,0.0,2.0,27.0,62.0,49.0,0.0
3.0,4.0,0.0,0.0,28.0,2.0,380.0,63.0,16.0,25.0
2.0,680.0,9.0,0.0,2.0,2.0,45.0,19.0,18.0,0.0
12.0,154.0,22.0,0.0,1.0,2.0,275.0,8.0,0.0,0.0
0.0,142.0,0.0,0.0,16.0,0.0,325.0,105.0,10.0,15.0
4.0,262.0,2.0,0.0,15.0,2.0,160.0,75.0,18.0,15.0
7.0,244.0,0.0,0.0,29.0,2.0,195.0,100.0,16.0,25.0
2.0,13.0,9.0,0.0,0.0,2.0,20.0,78.0,37.0,0.0
48.0,221.0,1.0,0.0,0.0,0.0,1050.0,5.0,1.0,0.0
1.0,551.0,22.0,0.0,9.0,2.0,110.0,48.0,10.0,5.0
1.0,490.0,17.0,0.0,17.0,2.0,170.0,30.0,11.0,15.0
0.0,140.0,25.0,0.0,6.0,2.0,85.0,72.0,24.0,5.0
6.0,28.0,5.0,0.0,20.0,2.0,80.0,74.0,45.0,20.0
38.0,341.0,1.0,0.0,0.0,0.0,3500.0,100.0,6.0,0.0
0.0,326.0,9.0,0.0,23.0,0.0,450.0,8.0,4.0,20.0
7.0,143.0,1.0,0.0,0.0,2.0,45.0,19.0,36.0,0.0
3.0,66.0,20.0,0.0,14.0,0.0,600.0,8.0,9.0,10.0
14.0,696.0,5.0,0.0,12.0,0.0,920.0,30.0,4.0,10.0
1.0,709.0,5.0,1.0,29.0,2.0,345.0,19.0,8.0,25.0
2.0,91.0,1.0,0.0,6.0,0.0,890.0,7.0,3.0,5.0
17.0,442.0,19.0,0.0,5.0,0.0,675.0,19.0,2.0,5.0
0.0,160.0,22.0,0.0,14.0,0.0,212.0,91.0,22.0,10.0
19.0,594.0,0.0,0.0,18.0,0.0,75.0,79.0,25.0,15.0
24.0,533.0,9.0,1.0,28.0,2.0,250.0,78.0,24.0,25.0
8.0,104.0,0.0,0.0,7.0,0.0,600.0,73.0,3.0,5.0
33.0,398.0,9.0,0.0,11.0,2.0,280.0,66.0,4.0,10.0
34.0,522.0,6.0,0.0,17.0,2.0,110.0,96.0,17.0,15.0
9.0,702.0,4.0,0.0,0.0,0.0,155.0,1.0,23.0,0.0
2.0,601.0,17.0,1.0,19.0,0.0,115.0,36.0,23.0,15.0
0.0,322.0,21.0,0.0,9.0,2.0,350.0,11.0,15.0,5.0
18.0,242.0,9.0,0.0,19.0,2.0,60.0,64.0,17.0,15.0
38.0,364.0,15.0,0.0,9.0,0.0,530.0,8.0,5.0,5.0
22.0,243.0,1.0,0.0,0.0,0.0,640.0,96.0,1.0,0.0
5.0,592.0,9.0,1.0,30.0,2.0,70.0,8.0,24.0,30.0
0.0,326.0,2.0,0.0,1.0,0.0,575.0,75.0,1.0,0.0
25.0,503.0,21.0,0.0,9.0,2.0,150.0,19.0,12.0,5.0
1.0,571.0,14.0,0.0,19.0,0.0,250.0,96.0,7.0,15.0
9.0,702.0,5.0,0.0,17.0,0.0,375.0,19.0,4.0,15.0
3.0,68.0,1.0,0.0,21.0,0.0,550.0,19.0,12.0,20.0
51.0,809.0,17.0,0.0,12.0,0.0,615.0,47.0,7.0,10.0
24.0,429.0,9.0,0.0,19.0,2.0,150.0,11.0,37.0,15.0
2.0,13.0,9.0,0.0,0.0,2.0,22.0,1.0,36.0,0.0
15.0,464.0,5.0,0.0,20.0,2.0,140.0,8.0,26.0,20.0
6.0,299.0,0.0,0.0,2.0,0.0,4000.0,1.0,1.0,0.0
14.0,679.0,5.0,0.0,17.0,2.0,125.0,30.0,27.0,15.0
1.0,163.0,1.0,0.0,20.0,2.0,185.0,42.0,14.0,20.0
9.0,702.0,0.0,0.0,9.0,0.0,335.0,21.0,7.0,5.0
12.0,728.0,2.0,0.0,9.0,0.0,460.0,1.0,2.0,5.0
51.0,809.0,21.0,0.0,20.0,0.0,565.0,19.0,7.0,20.0
5.0,488.0,1.0,0.0,14.0,0.0,215.0,64.0,16.0,10.0
35.0,392.0,1.0,0.0,14.0,0.0,220.0,96.0,14.0,10.0
0.0,770.0,1.0,0.0,11.0,0.0,275.0,72.0,9.0,10.0
2.0,13.0,0.0,0.0,0.0,2.0,35.0,49.0,41.0,0.0
1.0,571.0,19.0,0.0,12.0,0.0,380.0,78.0,3.0,10.0
28.0,79.0,9.0,0.0,0.0,2.0,65.0,1.0,24.0,0.0
3.0,794.0,1.0,0.0,10.0,0.0,2500.0,92.0,4.0,10.0
3.0,789.0,9.0,0.0,3.0,0.0,2325.0,92.0,4.0,0.0
1.0,592.0,9.0,1.0,18.0,2.0,100.0,6.0,32.0,15.0
25.0,619.0,5.0,0.0,27.0,2.0,145.0,18.0,23.0,25.0
4.0,155.0,0.0,0.0,10.0,0.0,460.0,100.0,3.0,10.0
22.0,766.0,2.0,0.0,13.0,2.0,180.0,49.0,6.0,10.0
1.0,689.0,17.0,0.0,18.0,0.0,250.0,30.0,11.0,15.0
14.0,696.0,0.0,0.0,9.0,0.0,850.0,46.0,3.0,5.0
63.0,742.0,15.0,0.0,21.0,0.0,320.0,19.0,21.0,20.0
0.0,327.0,1.0,0.0,9.0,0.0,300.0,35.0,12.0,5.0
25.0,503.0,19.0,0.0,20.0,0.0,240.0,72.0,7.0,20.0
9.0,702.0,21.0,0.0,20.0,0.0,265.0,8.0,12.0,20.0
71.0,556.0,25.0,0.0,10.0,2.0,85.0,16.0,17.0,10.0
24.0,259.0,9.0,0.0,3.0,0.0,900.0,64.0,4.0,0.0
13.0,417.0,1.0,0.0,0.0,2.0,250.0,8.0,1.0,0.0
25.0,531.0,22.0,0.0,0.0,0.0,980.0,92.0,1.0,0.0
14.0,235.0,17.0,0.0,12.0,0.0,540.0,35.0,9.0,10.0
28.0,96.0,9.0,0.0,3.0,0.0,980.0,92.0,1.0,0.0
25.0,361.0,6.0,0.0,9.0,0.0,400.0,19.0,7.0,5.0
15.0,490.0,12.0,0.0,50.0,2.0,117.0,45.0,24.0,50.0
14.0,367.0,1.0,0.0,14.0,0.0,310.0,35.0,14.0,10.0
26.0,481.0,22.0,0.0,9.0,0.0,235.0,32.0,8.0,5.0
24.0,259.0,0.0,0.0,19.0,0.0,640.0,32.0,7.0,15.0
17.0,17.0,13.0,0.0,0.0,2.0,33.0,22.0,42.0,0.0
2.0,736.0,1.0,0.0,10.0,0.0,440.0,48.0,2.0,10.0
15.0,560.0,23.0,0.0,19.0,2.0,115.0,8.0,26.0,15.0
11.0,355.0,4.0,0.0,20.0,2.0,62.0,48.0,28.0,20.0
9.0,702.0,2.0,0.0,0.0,0.0,450.0,74.0,2.0,0.0
5.0,488.0,15.0,0.0,29.0,0.0,260.0,0.0,16.0,25.0
5.0,486.0,23.0,0.0,40.0,2.0,140.0,14.0,25.0,40.0
11.0,563.0,9.0,0.0,18.0,0.0,220.0,32.0,23.0,15.0
14.0,235.0,5.0,0.0,17.0,0.0,260.0,10.0,8.0,15.0
15.0,561.0,0.0,0.0,14.0,2.0,143.0,17.0,23.0,10.0
0.0,431.0,1.0,0.0,14.0,2.0,175.0,46.0,15.0,10.0
41.0,461.0,16.0,0.0,3.0,0.0,670.0,78.0,1.0,0.0
22.0,774.0,5.0,0.0,22.0,0.0,185.0,73.0,25.0,20.0
0.0,340.0,0.0,0.0,40.0,2.0,60.0,46.0,29.0,40.0
9.0,181.0,9.0,0.0,0.0,0.0,50.0,19.0,38.0,0.0
5.0,592.0,5.0,1.0,0.0,2.0,80.0,6.0,24.0,0.0
49.0,282.0,2.0,0.0,10.0,0.0,2850.0,47.0,3.0,10.0
5.0,487.0,22.0,0.0,18.0,0.0,425.0,0.0,7.0,15.0
0.0,142.0,22.0,0.0,1.0,0.0,450.0,35.0,2.0,0.0
5.0,577.0,9.0,0.0,12.0,0.0,900.0,75.0,9.0,10.0
2.0,736.0,17.0,0.0,1.0,0.0,535.0,74.0,3.0,0.0
30.0,200.0,0.0,0.0,2.0,0.0,620.0,46.0,4.0,0.0
28.0,29.0,1.0,0.0,2.0,0.0,1075.0,46.0,1.0,0.0
12.0,728.0,6.0,0.0,0.0,0.0,575.0,46.0,0.0,0.0
14.0,228.0,1.0,0.0,40.0,0.0,300.0,19.0,11.0,40.0
15.0,491.0,1.0,0.0,20.0,2.0,140.0,64.0,16.0,20.0
11.0,351.0,19.0,0.0,0.0,0.0,800.0,75.0,0.0,0.0
5.0,252.0,22.0,0.0,0.0,0.0,130.0,1.0,27.0,0.0
18.0,135.0,0.0,0.0,40.0,0.0,100.0,30.0,16.0,40.0
47.0,51.0,16.0,0.0,0.0,0.0,44.0,1.0,45.0,0.0
59.0,785.0,2.0,0.0,21.0,0.0,600.0,29.0,17.0,20.0
10.0,69.0,19.0,0.0,28.0,0.0,135.0,78.0,23.0,25.0
6.0,28.0,4.0,0.0,0.0,2.0,37.0,46.0,48.0,0.0
4.0,155.0,0.0,0.0,7.0,0.0,556.0,62.0,3.0,5.0
0.0,529.0,4.0,0.0,28.0,0.0,274.0,23.0,19.0,25.0
2.0,680.0,17.0,0.0,0.0,2.0,45.0,19.0,27.0,0.0
11.0,565.0,2.0,0.0,23.0,0.0,500.0,1.0,8.0,20.0
9.0,735.0,6.0,0.0,8.0,2.0,300.0,8.0,16.0,5.0
24.0,259.0,1.0,0.0,3.0,0.0,750.0,30.0,3.0,0.0
11.0,563.0,1.0,0.0,20.0,2.0,165.0,8.0,21.0,20.0
25.0,503.0,6.0,0.0,18.0,0.0,270.0,75.0,7.0,15.0
3.0,793.0,1.0,0.0,12.0,0.0,2350.0,47.0,5.0,10.0
11.0,563.0,0.0,0.0,26.0,0.0,280.0,10.0,17.0,25.0
3.0,113.0,0.0,0.0,4.0,0.0,4200.0,47.0,3.0,0.0
25.0,531.0,0.0,0.0,9.0,0.0,380.0,8.0,8.0,5.0
6.0,649.0,1.0,0.0,2.0,0.0,6500.0,47.0,5.0,0.0
24.0,259.0,9.0,0.0,10.0,0.0,170.0,19.0,24.0,10.0
12.0,154.0,9.0,0.0,9.0,0.0,400.0,99.0,1.0,5.0
12.0,154.0,2.0,0.0,0.0,0.0,445.0,47.0,0.0,0.0
0.0,770.0,9.0,1.0,30.0,2.0,150.0,48.0,9.0,30.0
12.0,728.0,22.0,0.0,6.0,2.0,495.0,78.0,1.0,5.0
19.0,183.0,1.0,0.0,18.0,2.0,140.0,79.0,22.0,15.0
6.0,291.0,15.0,0.0,3.0,0.0,2900.0,72.0,2.0,0.0
9.0,613.0,0.0,0.0,13.0,0.0,500.0,1.0,6.0,10.0
18.0,331.0,1.0,0.0,18.0,2.0,165.0,30.0,7.0,15.0
0.0,340.0,17.0,0.0,20.0,2.0,66.0,91.0,27.0,20.0
8.0,87.0,1.0,0.0,5.0,0.0,485.0,19.0,2.0,5.0
2.0,717.0,9.0,0.0,10.0,2.0,47.0,82.0,32.0,10.0
28.0,96.0,0.0,0.0,30.0,0.0,360.0,35.0,10.0,30.0
